Diego Alves,0
Rafinha,0
Rodrigo Caio,0
Pablo Marí,0
Filipe Luís,0
Willian Arão,0
Gerson,0
Arrascaeta,0
Éverton Ribeiro,0
Bruno Henrique,0
Gabigol,0
